"","terms","count","probability"
"266","anything like",4,0.000378429517502365
"267","around pm",4,0.000378429517502365
"268","best interest",4,0.000378429517502365
"269","better way",4,0.000378429517502365
"270","biggest problem",4,0.000378429517502365
"271","book even",4,0.000378429517502365
"272","can also",4,0.000378429517502365
"273","can better",4,0.000378429517502365
"274","can come",4,0.000378429517502365
"275","can expect",4,0.000378429517502365
"276","can found",4,0.000378429517502365
"277","can say",4,0.000378429517502365
"278","can used",4,0.000378429517502365
"279","cant see",4,0.000378429517502365
"280","card base",4,0.000378429517502365
"281","catholic school",4,0.000378429517502365
"282","cell phone",4,0.000378429517502365
"283","chance get",4,0.000378429517502365
"284","chief executive",4,0.000378429517502365
"285","chris christie",4,0.000378429517502365
"286","city council",4,0.000378429517502365
"287","climate change",4,0.000378429517502365
"288","coming back",4,0.000378429517502365
"289","community colleges",4,0.000378429517502365
"290","couple weeks",4,0.000378429517502365
"291","cuyahoga county",4,0.000378429517502365
"292","day day",4,0.000378429517502365
"293","days ago",4,0.000378429517502365
"294","de la",4,0.000378429517502365
"295","didnt like",4,0.000378429517502365
"296","dining room",4,0.000378429517502365
"297","district california",4,0.000378429517502365
"298","dont feel",4,0.000378429517502365
"299","dont like",4,0.000378429517502365
"300","dont understand",4,0.000378429517502365
"301","dont worry",4,0.000378429517502365
"302","earlier week",4,0.000378429517502365
"303","economic recovery",4,0.000378429517502365
"304","enough time",4,0.000378429517502365
"305","family members",4,0.000378429517502365
"306","federal government",4,0.000378429517502365
"307","feel way",4,0.000378429517502365
"308","feeling good",4,0.000378429517502365
"309","feeling like",4,0.000378429517502365
"310","finally got",4,0.000378429517502365
"311","first second",4,0.000378429517502365
"312","first two",4,0.000378429517502365
"313","five minutes",4,0.000378429517502365
"314","foreign language",4,0.000378429517502365
"315","four five",4,0.000378429517502365
"316","front door",4,0.000378429517502365
"317","get know",4,0.000378429517502365
"318","get one",4,0.000378429517502365
"319","go home",4,0.000378429517502365
"320","going happen",4,0.000378429517502365
"321","good food",4,0.000378429517502365
"322","good one",4,0.000378429517502365
"323","good way",4,0.000378429517502365
"324","granite city",4,0.000378429517502365
"325","great britain",4,0.000378429517502365
"326","happy new",4,0.000378429517502365
"327","harry potter",4,0.000378429517502365
"328","health insurance",4,0.000378429517502365
"329","help us",4,0.000378429517502365
"330","high definition",4,0.000378429517502365
"331","hope can",4,0.000378429517502365
"332","hope u",4,0.000378429517502365
"333","house speaker",4,0.000378429517502365
"334","iced tea",4,0.000378429517502365
"335","id say",4,0.000378429517502365
"336","im curious",4,0.000378429517502365
"337","im excited",4,0.000378429517502365
"338","im ready",4,0.000378429517502365
"339","im really",4,0.000378429517502365
"340","im still",4,0.000378429517502365
"341","im trying",4,0.000378429517502365
"342","insurance company",4,0.000378429517502365
"343","john f",4,0.000378429517502365
"344","july th",4,0.000378429517502365
"345","just can’t",4,0.000378429517502365
"346","just love",4,0.000378429517502365
"347","just might",4,0.000378429517502365
"348","just say",4,0.000378429517502365
"349","just think",4,0.000378429517502365
"350","kansas city",4,0.000378429517502365
"351","km km",4,0.000378429517502365
"352","know will",4,0.000378429517502365
"353","last day",4,0.000378429517502365
"354","last post",4,0.000378429517502365
"355","last time",4,0.000378429517502365
"356","law enforcement",4,0.000378429517502365
"357","leaving one",4,0.000378429517502365
"358","life will",4,0.000378429517502365
"359","like someone",4,0.000378429517502365
"360","look back",4,0.000378429517502365
"361","look like",4,0.000378429517502365
"362","looked like",4,0.000378429517502365
"363","lot people",4,0.000378429517502365
"364","love see",4,0.000378429517502365
"365","make decision",4,0.000378429517502365
"366","make million",4,0.000378429517502365
"367","marking period",4,0.000378429517502365
"368","may well",4,0.000378429517502365
"369","means can",4,0.000378429517502365
"370","mineral oil",4,0.000378429517502365
"371","nearly percent",4,0.000378429517502365
"372","need go",4,0.000378429517502365
"373","need use",4,0.000378429517502365
"374","needless say",4,0.000378429517502365
"375","needs make",4,0.000378429517502365
"376","never forget",4,0.000378429517502365
"377","new album",4,0.000378429517502365
"378","new home",4,0.000378429517502365
"379","new one",4,0.000378429517502365
"380","new things",4,0.000378429517502365
"381","next months",4,0.000378429517502365
"382","northern district",4,0.000378429517502365
"383","nothing like",4,0.000378429517502365
"384","now ’s",4,0.000378429517502365
"385","now just",4,0.000378429517502365
"386","obama administration",4,0.000378429517502365
"387","olive oil",4,0.000378429517502365
"388","one hand",4,0.000378429517502365
"389","one major",4,0.000378429517502365
"390","one year",4,0.000378429517502365
"391","orange county",4,0.000378429517502365
"392","pandora gem",4,0.000378429517502365
"393","parking lot",4,0.000378429517502365
"394","pay attention",4,0.000378429517502365
"395","people ever",4,0.000378429517502365
"396","per year",4,0.000378429517502365
"397","phone number",4,0.000378429517502365
"398","pie pie",4,0.000378429517502365
"399","playing field",4,0.000378429517502365
"400","please pray",4,0.000378429517502365
"401","point view",4,0.000378429517502365
"402","points rebounds",4,0.000378429517502365
"403","police chief",4,0.000378429517502365
"404","port authority",4,0.000378429517502365
"405","preheat oven",4,0.000378429517502365
"406","president obamas",4,0.000378429517502365
"407","pretty much",4,0.000378429517502365
"408","pretty sure",4,0.000378429517502365
"409","probably best",4,0.000378429517502365
"410","put together",4,0.000378429517502365
"411","ready go",4,0.000378429517502365
"412","restraining order",4,0.000378429517502365
"413","running back",4,0.000378429517502365
"414","sacrifice fly",4,0.000378429517502365
"415","said hes",4,0.000378429517502365
"416","said last",4,0.000378429517502365
"417","said many",4,0.000378429517502365
"418","said one",4,0.000378429517502365
"419","said will",4,0.000378429517502365
"420","says “",4,0.000378429517502365
"421","second time",4,0.000378429517502365
"422","secretary state",4,0.000378429517502365
"423","see can",4,0.000378429517502365
"424","september p",4,0.000378429517502365
"425","services llc",4,0.000378429517502365
"426","sinister beings",4,0.000378429517502365
"427","something can",4,0.000378429517502365
"428","sometimes just",4,0.000378429517502365
"429","spend time",4,0.000378429517502365
"430","spending much",4,0.000378429517502365
"431","spring training",4,0.000378429517502365
"432","stay tuned",4,0.000378429517502365
"433","superior court",4,0.000378429517502365
"434","take advantage",4,0.000378429517502365
"435","taking care",4,0.000378429517502365
"436","tax revenues",4,0.000378429517502365
"437","thank much",4,0.000378429517502365
"438","thanks much",4,0.000378429517502365
"439","thats good",4,0.000378429517502365
"440","think just",4,0.000378429517502365
"441","three months",4,0.000378429517502365
"442","three weeks",4,0.000378429517502365
"443","time around",4,0.000378429517502365
"444","time go",4,0.000378429517502365
"445","time put",4,0.000378429517502365
"446","time will",4,0.000378429517502365
"447","times higher",4,0.000378429517502365
"448","two three",4,0.000378429517502365
"449","two weeks",4,0.000378429517502365
"450","v will",4,0.000378429517502365
"451","vice president",4,0.000378429517502365
"452","votes cast",4,0.000378429517502365
"453","wakeup call",4,0.000378429517502365
"454","walk away",4,0.000378429517502365
"455","want lose",4,0.000378429517502365
"456","wanted go",4,0.000378429517502365
"457","way go",4,0.000378429517502365
"458","well see",4,0.000378429517502365
"459","wesley matthews",4,0.000378429517502365
"460","whatever want",4,0.000378429517502365
"461","will give",4,0.000378429517502365
"462","will help",4,0.000378429517502365
"463","will know",4,0.000378429517502365
"464","will likely",4,0.000378429517502365
"465","will need",4,0.000378429517502365
"466","will offer",4,0.000378429517502365
"467","will one",4,0.000378429517502365
"468","will open",4,0.000378429517502365
"469","will play",4,0.000378429517502365
"470","will win",4,0.000378429517502365
"471","yes yes",4,0.000378429517502365
"472","york city",4,0.000378429517502365
"473","youve got",4,0.000378429517502365
"474","– –",3,0.000283822138126774
"475","– one",3,0.000283822138126774
"476","’ll just",3,0.000283822138126774
"477","’m getting",3,0.000283822138126774
"478","’m still",3,0.000283822138126774
"479","’m sure",3,0.000283822138126774
"480","’s also",3,0.000283822138126774
"481","’s definitely",3,0.000283822138126774
"482","’s easy",3,0.000283822138126774
"483","’s hard",3,0.000283822138126774
"484","’s just",3,0.000283822138126774
"485","’s still",3,0.000283822138126774
"486","’s time",3,0.000283822138126774
"487","’ve read",3,0.000283822138126774
"488","“ know",3,0.000283822138126774
"489","“ want",3,0.000283822138126774
"490","“let us",3,0.000283822138126774
"491","” x",3,0.000283822138126774
"492","across street",3,0.000283822138126774
"493","administration building",3,0.000283822138126774
"494","ago said",3,0.000283822138126774
"495","allows us",3,0.000283822138126774
"496","along way",3,0.000283822138126774
"497","also good",3,0.000283822138126774
"498","also one",3,0.000283822138126774
"499","although might",3,0.000283822138126774
"500","always know",3,0.000283822138126774
"501","among others",3,0.000283822138126774
"502","another one",3,0.000283822138126774
"503","another woman",3,0.000283822138126774
"504","around city",3,0.000283822138126774
"505","around room",3,0.000283822138126774
"506","asked help",3,0.000283822138126774
"507","attorney general",3,0.000283822138126774
"508","away one",3,0.000283822138126774
"509","back forth",3,0.000283822138126774
"510","back get",3,0.000283822138126774
"511","bad news",3,0.000283822138126774
"512","base transceiver",3,0.000283822138126774
"513","beautiful music",3,0.000283822138126774
"514","belief law",3,0.000283822138126774
"515","best game",3,0.000283822138126774
"516","big role",3,0.000283822138126774
"517","big strong",3,0.000283822138126774
"518","black white",3,0.000283822138126774
"519","bright side",3,0.000283822138126774
"520","came back",3,0.000283822138126774
"521","came last",3,0.000283822138126774
"522","can add",3,0.000283822138126774
"523","can done",3,0.000283822138126774
"524","can easily",3,0.000283822138126774
"525","can even",3,0.000283822138126774
"526","can find",3,0.000283822138126774
"527","can give",3,0.000283822138126774
"528","can good",3,0.000283822138126774
"529","can just",3,0.000283822138126774
"530","can lead",3,0.000283822138126774
"531","can learn",3,0.000283822138126774
"532","can pass",3,0.000283822138126774
"533","can’t seem",3,0.000283822138126774
"534","cant even",3,0.000283822138126774
"535","cant find",3,0.000283822138126774
"536","care costs",3,0.000283822138126774
"537","cell phones",3,0.000283822138126774
"538","charitable commerce",3,0.000283822138126774
"539","chicken wings",3,0.000283822138126774
"540","chief staff",3,0.000283822138126774
"541","city hall",3,0.000283822138126774
"542","city officials",3,0.000283822138126774
"543","city will",3,0.000283822138126774
"544","coach mike",3,0.000283822138126774
"545","come across",3,0.000283822138126774
"546","come last",3,0.000283822138126774
"547","come said",3,0.000283822138126774
"548","come see",3,0.000283822138126774
"549","come visit",3,0.000283822138126774
"550","commerce consumers",3,0.000283822138126774
"551","community center",3,0.000283822138126774
"552","company said",3,0.000283822138126774
"553","company will",3,0.000283822138126774
"554","complete achievements",3,0.000283822138126774
"555","completely different",3,0.000283822138126774
"556","couldnt find",3,0.000283822138126774
"557","couldnt take",3,0.000283822138126774
"558","council members",3,0.000283822138126774
"559","county already",3,0.000283822138126774
"560","county schools",3,0.000283822138126774
"561","court appeals",3,0.000283822138126774
"562","court will",3,0.000283822138126774
"563","cute one",3,0.000283822138126774
"564","day job",3,0.000283822138126774
"565","day like",3,0.000283822138126774
"566","day said",3,0.000283822138126774
"567","day will",3,0.000283822138126774
"568","declined comment",3,0.000283822138126774
"569","defensive ends",3,0.000283822138126774
"570","definitely knew",3,0.000283822138126774
"571","didnt hear",3,0.000283822138126774
"572","didnt make",3,0.000283822138126774
"573","didnt much",3,0.000283822138126774
"574","didnt think",3,0.000283822138126774
"575","district oklahoma",3,0.000283822138126774
"576","doesn’t realize",3,0.000283822138126774
"577","doesnt care",3,0.000283822138126774
"578","dog leash",3,0.000283822138126774
"579","don’t want",3,0.000283822138126774
"580","done well",3,0.000283822138126774
"581","dont agree",3,0.000283822138126774
"582","dont care",3,0.000283822138126774
"583","dont let",3,0.000283822138126774
"584","dont mind",3,0.000283822138126774
"585","dont need",3,0.000283822138126774
"586","dont really",3,0.000283822138126774
"587","dora jordan",3,0.000283822138126774
"588","dr chang",3,0.000283822138126774
"589","draw near",3,0.000283822138126774
"590","dream one",3,0.000283822138126774
"591","early s",3,0.000283822138126774
"592","eight days",3,0.000283822138126774
"593","elected officials",3,0.000283822138126774
"594","else can",3,0.000283822138126774
"595","emergency powers",3,0.000283822138126774
"596","end day",3,0.000283822138126774
"597","energy lines",3,0.000283822138126774
"598","episcopal church",3,0.000283822138126774
"599","essex county",3,0.000283822138126774
"600","etc etc",3,0.000283822138126774
"601","even better",3,0.000283822138126774
"602","even made",3,0.000283822138126774
"603","even started",3,0.000283822138126774
"604","even use",3,0.000283822138126774
"605","ever come",3,0.000283822138126774
"606","ever since",3,0.000283822138126774
"607","every night",3,0.000283822138126774
"608","every year",3,0.000283822138126774
"609","executive director",3,0.000283822138126774
"610","f kennedy",3,0.000283822138126774
"611","fair share",3,0.000283822138126774
"612","fair using",3,0.000283822138126774
"613","fall love",3,0.000283822138126774
"614","family said",3,0.000283822138126774
"615","favorite holiday",3,0.000283822138126774
"616","feb pm",3,0.000283822138126774
"617","fell love",3,0.000283822138126774
"618","film festival",3,0.000283822138126774
"619","final four",3,0.000283822138126774
"620","find one",3,0.000283822138126774
"621","find way",3,0.000283822138126774
"622","find ways",3,0.000283822138126774
"623","first day",3,0.000283822138126774
"624","first foremost",3,0.000283822138126774
"625","first part",3,0.000283822138126774
"626","first step",3,0.000283822138126774
"627","first thing",3,0.000283822138126774
"628","first thought",3,0.000283822138126774
"629","first tweet",3,0.000283822138126774
"630","foot pounds",3,0.000283822138126774
"631","former gov",3,0.000283822138126774
"632","fossil fuels",3,0.000283822138126774
"633","four days",3,0.000283822138126774
"634","four runs",3,0.000283822138126774
"635","four years",3,0.000283822138126774
"636","friends family",3,0.000283822138126774
"637","full term",3,0.000283822138126774
"638","game today",3,0.000283822138126774
"639","games season",3,0.000283822138126774
"640","gay marriage",3,0.000283822138126774
"641","general fund",3,0.000283822138126774
"642","get get",3,0.000283822138126774
"643","get great",3,0.000283822138126774
"644","get home",3,0.000283822138126774
"645","get job",3,0.000283822138126774
"646","get someone",3,0.000283822138126774
"647","get together",3,0.000283822138126774
"648","glandular tissue",3,0.000283822138126774
"649","go go",3,0.000283822138126774
"650","going back",3,0.000283822138126774
"651","going change",3,0.000283822138126774
"652","going come",3,0.000283822138126774
"653","going go",3,0.000283822138126774
"654","going make",3,0.000283822138126774
"655","going need",3,0.000283822138126774
"656","going one",3,0.000283822138126774
"657","good day",3,0.000283822138126774
"658","good enough",3,0.000283822138126774
"659","good guy",3,0.000283822138126774
"660","good job",3,0.000283822138126774
"661","good man",3,0.000283822138126774
"662","good morning",3,0.000283822138126774
"663","good people",3,0.000283822138126774
"664","good see",3,0.000283822138126774
"665","good stuff",3,0.000283822138126774
"666","good things",3,0.000283822138126774
"667","got back",3,0.000283822138126774
"668","got idea",3,0.000283822138126774
"669","got way",3,0.000283822138126774
"670","gov chris",3,0.000283822138126774
"671","grand opening",3,0.000283822138126774
"672","great job",3,0.000283822138126774
"673","great show",3,0.000283822138126774
"674","great time",3,0.000283822138126774
"675","guest designer",3,0.000283822138126774
"676","harder drugs",3,0.000283822138126774
"677","havent twitter",3,0.000283822138126774
"678","health safety",3,0.000283822138126774
"679","heavy makeup",3,0.000283822138126774
"680","help bring",3,0.000283822138126774
"681","helped understand",3,0.000283822138126774
"682","home made",3,0.000283822138126774
"683","home work",3,0.000283822138126774
"684","hope get",3,0.000283822138126774
"685","hours later",3,0.000283822138126774
"686","hsv infections",3,0.000283822138126774
"687","huge breath",3,0.000283822138126774
"688","hundreds thousands",3,0.000283822138126774
"689","idk im",3,0.000283822138126774
"690","ill give",3,0.000283822138126774
"691","ill just",3,0.000283822138126774
"692","ill never",3,0.000283822138126774
"693","im coming",3,0.000283822138126774
"694","im glad",3,0.000283822138126774
"695","im gonna",3,0.000283822138126774
"696","im pretty",3,0.000283822138126774
"697","important part",3,0.000283822138126774
"698","income tax",3,0.000283822138126774
"699","incorporated item",3,0.000283822138126774
"700","install sidings",3,0.000283822138126774
"701","insurance companies",3,0.000283822138126774
"702","issued statement",3,0.000283822138126774
"703","ive always",3,0.000283822138126774
"704","jersey city",3,0.000283822138126774
"705","jesus christ",3,0.000283822138126774
"706","job growth",3,0.000283822138126774
"707","just didn’t",3,0.000283822138126774
"708","just doesnt",3,0.000283822138126774
"709","just finished",3,0.000283822138126774
"710","just get",3,0.000283822138126774
"711","just great",3,0.000283822138126774
"712","just hope",3,0.000283822138126774
"713","just hours",3,0.000283822138126774
"714","just little",3,0.000283822138126774
"715","just saw",3,0.000283822138126774
"716","just time",3,0.000283822138126774
"717","just two",3,0.000283822138126774
"718","just way",3,0.000283822138126774
"719","keep eye",3,0.000283822138126774
"720","keep eyes",3,0.000283822138126774
"721","keep posted",3,0.000283822138126774
"722","keep track",3,0.000283822138126774
"723","ki holi",3,0.000283822138126774
"724","kids neighborhood",3,0.000283822138126774
"725","knew wanted",3,0.000283822138126774
"726","know exactly",3,0.000283822138126774
"727","know im",3,0.000283822138126774
"728","know just",3,0.000283822138126774
"729","know know",3,0.000283822138126774
"730","know like",3,0.000283822138126774
"731","know lot",3,0.000283822138126774
"732","lamarcus aldridge",3,0.000283822138126774
"733","last people",3,0.000283822138126774
"734","late s",3,0.000283822138126774
"735","lebron james",3,0.000283822138126774
"736","left right",3,0.000283822138126774
"737","less likely",3,0.000283822138126774
"738","let alone",3,0.000283822138126774
"739","level playing",3,0.000283822138126774
"740","life can",3,0.000283822138126774
"741","life like",3,0.000283822138126774
"742","life one",3,0.000283822138126774
"743","like books",3,0.000283822138126774
"744","like go",3,0.000283822138126774
"745","like think",3,0.000283822138126774
"746","like us",3,0.000283822138126774
"747","little girls",3,0.000283822138126774
"748","local school",3,0.000283822138126774
"749","long enough",3,0.000283822138126774
"750","long way",3,0.000283822138126774
"751","long weekend",3,0.000283822138126774
"752","look awesome",3,0.000283822138126774
"753","lose weight",3,0.000283822138126774
"754","lot fun",3,0.000283822138126774
"755","made decision",3,0.000283822138126774
"756","made think",3,0.000283822138126774
"757","made way",3,0.000283822138126774
"758","make feel",3,0.000283822138126774
"759","make look",3,0.000283822138126774
"760","make one",3,0.000283822138126774
"761","makes difference",3,0.000283822138126774
"762","making fun",3,0.000283822138126774
"763","mashed potatoes",3,0.000283822138126774
"764","may actually",3,0.000283822138126774
"765","may th",3,0.000283822138126774
"766","maybe will",3,0.000283822138126774
"767","mbptransmitted hsv",3,0.000283822138126774
"768","medical center",3,0.000283822138126774
"769","meet greet",3,0.000283822138126774
"770","michael kors",3,0.000283822138126774
"771","middle east",3,0.000283822138126774
"772","middle school",3,0.000283822138126774
"773","might like",3,0.000283822138126774
"774","might seem",3,0.000283822138126774
"775","million federal",3,0.000283822138126774
"776","mitt romney",3,0.000283822138126774
"777","movie also",3,0.000283822138126774
"778","ms brooks",3,0.000283822138126774
